new_upper_mass,new_lower_mass,new_upper_gear,new_lower_gear,new_upper_joint_range_min,new_upper_joint_range_max,new_lower_joint_range_min,new_lower_joint_range_max,random_num_upper_legs,random_num_lower_legs,fitness_score
4.507458277609009,1.700121292081751,157.9938073790396,243.66157257314114,-30,0,-20,0,2,4,2.3872329581552774
4.614136781534988,8.44471632689851,251.05739633267697,230.00384555839452,-25,0,-20,0,4,4,0.966904876833926
2.9109869447495993,2.458593979181955,288.06416887094804,204.3313219256692,-25,0,-20,0,3,4,1.3371468921377967
3.8181262838892613,7.490463733932379,287.2813616063769,187.0873956381479,-25,0,-30,0,2,2,0.9380573711884695
4.73392237012939,8.5844113993494,298.6695596832068,274.0324094308923,-30,0,-30,0,4,4,0.881722926393037
3.4803178711516947,6.452669373452534,150.1035776703308,121.84370944645428,-30,0,-25,0,4,3,0.7846637976505032
3.2957090587696873,8.845132363516253,146.1134875006419,132.419686690685,-15,0,-30,0,1,4,2.146448106918818
1.2831696793337022,9.20883897925818,204.72084451507675,289.23374767939634,-20,0,-25,0,1,0,1.3031815618030547
1.2433275871947083,7.245215153845574,108.07944368355733,269.851425465084,-15,0,-30,0,2,2,0.8407271030161352
2.3149839476514726,5.525771963315286,227.82202881236367,136.4685772021926,-30,0,-15,0,3,2,0.5710348513342856
4.992600423687469,4.968116051442859,128.75071852874157,202.98927017921227,-30,0,-25,0,3,3,1.4195786228137037
3.4385875762397777,3.242393434233197,127.02302066045695,101.91465341158461,-15,0,-15,0,3,4,1.5376222974912954
2.3316708517129134,6.645141933221141,217.57992565970142,213.4719391431412,-30,0,-15,0,3,4,1.2803514027466323
2.5111687944938312,3.9798025433325375,179.9717060260566,236.9241695596515,-25,0,-15,0,2,4,1.6542937734705523
4.007730429099476,6.427796957419273,247.06616432391147,203.6151861081354,-15,0,-30,0,4,3,0.42638495999015275
2.229808736149498,6.324670175973477,277.5363084506471,226.9679982093195,-20,0,-15,0,3,2,1.1455094947093258
3.893185574545353,3.2438462851000898,105.59318388346584,294.99465424772836,-20,0,-30,0,2,4,2.613307329272181
1.1543018056753067,5.2823051205776075,134.41448527288492,264.6359255633771,-15,0,-20,0,2,3,1.5197634717709603
3.786122911166036,9.654918321083631,110.72637988316336,287.7714630983345,-30,0,-20,0,3,4,1.588507813456202
3.468803451696602,7.514630599411232,239.4744970181453,291.88936345893194,-30,0,-25,0,3,2,2.1744700654890305
1.0489388524523626,4.432271590423694,233.72960225713405,182.8686676635989,-25,0,-30,0,2,3,1.2621385945280539
1.4974714154088749,6.4717484163974355,149.77356642249745,193.29617204129323,-20,0,-15,0,1,1,1.1474070134794192
1.97942056664544,6.599870347264575,290.1419155889496,146.93792346410063,-20,0,-30,0,3,3,1.6218585472681772
1.1138257382088899,6.885941297083105,163.82815111266441,100.6018153075298,-15,0,-25,0,4,3,1.2135803314685958
1.7072734223487265,3.3695710942038795,204.57711451882562,172.40520277778683,-15,0,-20,0,3,3,1.1485746632627039
2.5417575956908607,5.970099867868198,139.82222932972064,136.86573669753932,-25,0,-30,0,4,4,0.8815313837029841
3.2690512223455825,1.6252449996845617,188.10516407092769,146.5549559550294,-25,0,-30,0,1,3,1.8451779064841192
2.8813293048430033,3.298177065736228,236.64674178080068,217.7780079628432,-15,0,-20,0,3,3,0.9870322327641098
4.208909054468905,5.026107112264299,171.67676055569663,255.19129346003194,-15,0,-20,0,1,4,3.5457574616256413
3.337402624665126,6.13951341736995,278.4519833488863,178.04312184582724,-15,0,-15,0,2,4,1.751620019628825
3.2594085776966946,3.8992815274364565,251.35725845549493,107.63317013544392,-15,0,-25,0,4,3,0.8958820370387679
2.2447079648185913,4.123072283903486,130.31838727364726,120.82656024819636,-30,0,-25,0,3,4,2.0126823948667014
4.418449288641143,2.3089244451978947,218.54803902579386,129.11012637947456,-25,0,-20,0,3,4,1.4248477454592696
2.537039983527725,2.504848370286678,274.57355241536163,115.60788521235992,-15,0,-25,0,2,4,1.5698950877716793
3.911700358513162,4.898501547758042,223.4092847437998,136.14741017327685,-25,0,-30,0,1,0,1.3007118468480603
2.197124706806585,6.5153655770504475,151.07633009236915,146.23822178344932,-25,0,-15,0,3,4,3.341619930200706
1.0145840301778923,3.802463859302456,107.65721414965547,272.27728134267215,-20,0,-25,0,2,4,1.433093024419409
1.086924647632411,9.585206372486157,126.11956768341719,151.09540322328948,-15,0,-30,0,1,4,0.9106990425054912
3.9971634067067168,3.3798534814728565,186.82309669592985,146.03936986174924,-30,0,-15,0,3,4,1.3228545795039905
4.522731663294142,1.0917140035405652,102.13844485468766,108.77137798213745,-30,0,-15,0,3,3,1.7315585820576818
4.012303035466284,3.4702856251147303,240.1193231451351,292.72716592122765,-20,0,-20,0,2,1,1.2130375486187808
4.189541270836856,2.2501454513377475,105.74067169267829,242.42714318673308,-15,0,-25,0,4,3,1.132980140271081
1.6078169807452953,3.546733748633609,127.30289538096109,114.94414500199946,-20,0,-15,0,4,3,0.7457127720973943
2.0728995848200995,1.4295572578937004,106.25443162516832,230.76707261282132,-20,0,-15,0,2,2,0.7352935238762736
4.812424115105443,8.194501760487784,121.90711061805376,263.89262294220407,-20,0,-15,0,1,4,2.4096362938149354
1.8122349315842246,6.394841093261035,147.67645789062203,136.06289548917488,-25,0,-20,0,3,4,1.6523781610405448
1.0811572996989587,3.47552429795179,133.0714317514684,207.21335537702646,-30,0,-15,0,4,4,1.4519386798065435
2.7977072726930663,3.0627709085052395,199.4729311904655,130.3379826035396,-20,0,-15,0,2,4,1.4531624512562837
1.9409617236066121,8.612438272442148,217.550670974408,178.7942717114223,-25,0,-30,0,3,4,2.0087873960796534
4.96310856703718,3.8848546287638794,234.21271912241636,218.9599970510206,-30,0,-20,0,2,2,0.7765248461516079
2.9551968897225764,4.8371091471283085,137.4991761277021,202.41130475001444,-30,0,-30,0,2,3,2.5651730934398955
4.572227676666092,2.387022928856621,266.2660810006963,132.01689232357438,-20,0,-15,0,2,3,2.0318111290835525
3.832169734459674,6.6733422072220545,273.1182257114216,200.1122537512859,-25,0,-15,0,2,2,0.6384986191690185
3.4285338092393753,5.889907351945923,136.1128643194094,204.70094530441048,-25,0,-30,0,2,1,1.1589158329382536
4.789079957305292,1.7619269639622204,120.47060101511917,150.06784238818966,-25,0,-15,0,3,3,0.524080778776339
4.78749246224124,6.371968829629849,145.94206790758307,140.3156562589144,-25,0,-15,0,1,2,2.1014660442434363
1.5759501665733149,2.8244044774284154,132.13082332837803,190.5478167250435,-25,0,-30,0,4,3,1.002175292173372
2.9207099788044095,3.567095868609522,172.864158427098,280.9903023273458,-15,0,-20,0,3,2,0.9481333636993176
2.722115879991866,5.71037526835142,120.13542528854194,151.3771840616559,-15,0,-25,0,3,3,1.2849720220157999
4.105776542954695,2.3622088273272874,141.47328126334958,237.39274864931096,-25,0,-20,0,3,2,2.0344533170078924
3.125518676936213,9.354607722992693,143.67425724850318,211.2580870918426,-30,0,-30,0,4,4,1.2838885045888724
3.473939733509122,5.279848642349677,228.97265968388274,286.04612999827725,-15,0,-25,0,1,0,1.303566353898802
