new_upper_mass,new_lower_mass,new_upper_gear,new_lower_gear,new_upper_joint_range_min,new_upper_joint_range_max,new_lower_joint_range_min,new_lower_joint_range_max,random_num_upper_legs,random_num_lower_legs,fitness_score
9.288844134423865,2.8189844899916103,297.6038944269486,173.51659280585412,-15,0,-20,0,2,5,3.288316762334851
1.2930614727563463,7.394757460313103,281.2521281886139,107.72994817295387,-20,0,-30,0,2,4,2.9493670358853867
9.488182691306202,1.6160055237314794,229.9272807448563,152.90850259964992,-25,0,-15,0,2,5,2.152290035760228
4.124074435739267,2.003757980222586,232.44893855544814,150.11534196778868,-25,0,-20,0,2,3,1.6915129346062432
2.510431599174743,4.180585676548222,261.36755469533193,245.6428576471032,-25,0,-15,0,1,0,1.30065821911745
6.890401030790372,1.5552178821106981,241.97814292650818,220.13623031211222,-30,0,-15,0,2,4,3.825481257394708
2.194067767992881,5.558436869079062,111.26760503569584,253.48715326578767,-15,0,-20,0,3,3,0.6180953088403254
3.1033478264677683,1.4012891404487866,124.40769083314808,113.2545961994712,-25,0,-25,0,2,4,3.922264639714634
3.664255943217499,4.260564415264299,115.36583750301772,170.9449071875796,-25,0,-30,0,1,0,1.3066139704908162
5.1388032662495124,4.872699395221646,280.8932291381293,163.03818588114692,-30,0,-30,0,1,1,1.0676029241838818
7.989349534334874,1.332160006585256,283.06190714709254,290.4146322218812,-15,0,-15,0,1,5,3.279679678507215
6.2896343888285795,4.452573042345286,136.70657064340006,112.20360689124784,-15,0,-25,0,3,2,1.2040993527965356
6.300050506275638,4.397781398542989,166.30361880500885,276.6402153961944,-25,0,-25,0,1,1,1.1221648001309903
9.518586879480921,3.5686350044036086,240.62029104256237,198.96157583596636,-15,0,-15,0,1,4,2.8847907006859375
9.540912479659813,7.613948223668973,249.78490761319208,147.95958003020823,-30,0,-20,0,3,4,1.1570055253969491
9.151082438402232,1.36511963629109,128.09304223903845,226.0073115099408,-20,0,-15,0,2,3,1.5117656052126793
4.8627543635144015,4.537164793408117,172.7856727134402,234.10453383210833,-20,0,-20,0,2,2,1.092635994385642
9.825284067578702,7.772401171941017,120.98246523866358,154.55094663211798,-25,0,-15,0,3,3,1.0757145862761717
1.3409250903169831,4.59006625036786,248.8503821270973,157.33444131332996,-30,0,-25,0,2,5,2.905555693986307
9.711034992034397,7.021491889629003,269.54419919216735,290.8100566377269,-30,0,-15,0,1,4,0.42836557448834106
4.270428014049854,6.088761805313332,260.7655520138735,169.573249384826,-25,0,-25,0,3,3,0.9317999021399697
4.216840005558105,1.4799539201604235,129.27961236686815,168.5935319983684,-25,0,-25,0,3,2,1.2425097951931716
6.81631327514925,5.735406884974355,292.77360687647604,188.62567850563312,-25,0,-15,0,2,1,1.3805330519004475
9.349364662952585,5.1932170208854656,188.50338803291316,201.8303629447077,-15,0,-15,0,1,1,1.1107537465857817
5.57729677907332,7.758878228066911,200.6036189298263,174.7735275305958,-25,0,-25,0,1,4,0.4393680826474744
3.370180026691415,7.6375380129540655,256.63121526719647,212.44560167549528,-25,0,-30,0,2,4,1.841219421065598
1.3486619704417138,3.122703792416423,133.60673641307153,206.40920336014483,-25,0,-15,0,1,0,1.3007484454270275
7.404857485586721,2.6797485473203158,290.50277012078465,100.87482985444443,-15,0,-15,0,2,3,1.466003363745322
3.4276750556529114,1.6731175690587725,141.06193777127254,160.2091487595672,-20,0,-25,0,2,3,1.5108291552254383
5.428498379743029,3.6956449599083316,166.56367630195763,230.9068722815382,-25,0,-30,0,2,5,4.859294292322377
1.9497160091022194,4.92282711459174,189.22855348939356,112.45694649325499,-25,0,-20,0,3,2,1.1994332574555693
8.981143024796696,5.154083420619212,155.66252495343798,234.4167920120673,-15,0,-30,0,1,5,3.236595023126541
1.5447474050526537,1.4767090991015106,111.26829080912503,124.18789414140166,-20,0,-25,0,2,4,1.838088634930692
3.84623732583562,6.14330644570055,130.37086192583993,183.78367641643774,-30,0,-20,0,1,2,1.8919942080745946
6.470033968408034,3.460760962653945,148.0415475868625,225.66896018908363,-25,0,-15,0,1,2,2.111292480940629
3.4244520788966444,1.1800229313618904,174.97515244080057,197.17688469134833,-30,0,-15,0,1,3,2.42926621168344
1.8896774606894144,3.2814120424519624,206.9498022050848,231.134094991061,-30,0,-25,0,2,2,0.8020109034319747
6.815978669278581,5.466653235038004,102.40594746936222,165.13360767031566,-30,0,-15,0,1,0,1.300540313428312
2.1014231911352783,3.0700623970830656,125.84949227366195,257.90770487157397,-30,0,-20,0,1,2,2.0162780714896287
9.79488002128671,7.728062132538595,125.81842803982583,260.96552318711645,-15,0,-30,0,2,4,1.7808414404174011
3.4460614513080072,3.4286956513100817,167.23423676541367,134.62844877997873,-30,0,-15,0,3,4,1.91607397739838
2.7996817577941466,2.4228129964482386,295.3708671103976,159.87861867406428,-30,0,-20,0,3,4,0.9268607119308658
6.243573679435928,7.653092540482512,207.13516528493736,146.86853451674972,-20,0,-25,0,2,2,2.1044520884580398
2.9162301199898,5.997277755513328,265.60537055212427,216.3009808198183,-30,0,-15,0,2,5,1.6622093425507694
5.238181765851427,1.6421629106820186,162.29823010763,202.4470547348167,-20,0,-25,0,2,3,1.118384263580886
8.071215796898175,4.622493009683637,292.403728259461,191.58074048627032,-15,0,-25,0,2,4,1.8802431299415134
7.647319238339903,4.234440938943658,282.76148352497967,223.95070187540745,-20,0,-20,0,2,5,1.8003224824712696
4.766113686204423,4.668921226833683,124.34780920974364,256.09709163211863,-20,0,-25,0,2,1,1.3596500759127477
9.045136193910606,3.723936213176035,171.09524443088162,269.7605461285847,-25,0,-15,0,2,3,2.716222245873807
5.119989821863481,4.556569899610021,205.10104218465256,240.321973074953,-20,0,-15,0,3,4,1.592763535524703
8.616611674088507,4.134437400935104,121.0705264764998,159.34962704809723,-30,0,-30,0,2,3,1.588749543063224
8.355872704308561,7.319686873054341,258.7896654728874,198.98093264432254,-30,0,-30,0,1,0,1.3032130154464117
5.146649394297171,1.459371894840628,102.13377252386002,154.16787414683074,-20,0,-30,0,3,5,1.1513765183324975
2.7861599289276078,3.530396278970277,204.25988857015352,284.685802471588,-15,0,-30,0,3,4,1.1080604163136412
5.2170390055714835,2.5350384552119847,295.9744165411382,295.5486278400215,-30,0,-30,0,1,0,1.3059754302597884
6.719464929234048,6.29259897873434,166.30169938782745,105.59274374417345,-30,0,-15,0,2,5,2.6206893389592514
2.3921241084314753,7.3705188181037125,117.11142238714808,291.4176543236911,-15,0,-20,0,3,4,1.2038074281219733
8.157196082843495,2.7931823308287056,270.74473674230313,226.5588341160915,-30,0,-20,0,1,1,1.1080863124808114
4.9204280558116915,5.184974185445841,242.88737886389706,106.7578343653597,-20,0,-15,0,3,2,1.3088196564609416
6.70538494668818,4.287747425135852,154.0678887438702,245.19972825486576,-25,0,-15,0,2,2,0.7260156383624491
2.689891932699851,4.092008571319308,245.6924365871408,113.46712354526551,-30,0,-25,0,3,5,1.87893570757825
8.158934246492361,5.5903320207293,180.59456281039178,210.32921851565072,-15,0,-20,0,1,2,1.852391743813521
9.628190155288836,1.334894980014999,251.4729679188405,209.37373632626122,-20,0,-15,0,3,3,0.5289312713513946
8.14110992332514,4.819535361860041,106.97309376295192,150.13489847598905,-30,0,-25,0,1,5,2.5094835992919804
4.506998718259398,5.257608144045987,131.49598618798944,101.75906099102174,-15,0,-30,0,1,2,2.213552428854961
9.225950449459217,3.9497070728826627,284.0157838557373,268.4150363611278,-20,0,-30,0,2,3,1.3213552323825146
3.308312474477734,3.1517911395635965,151.84885228023202,107.88604851129597,-15,0,-30,0,2,3,1.2973330142377741
4.515266752493884,6.526123361277792,220.67648103739006,158.04699759983515,-15,0,-25,0,3,4,1.163509745956779
3.1029061539855425,3.4990019388929907,129.54300079606654,255.57748060572897,-15,0,-25,0,1,5,2.5796120090612904
2.361160689627214,2.466899514712305,151.7785129111507,201.0520079702361,-30,0,-20,0,3,3,0.816462757278882
4.21768161066496,2.3489284478368324,224.04414073684882,160.0870105183443,-30,0,-30,0,3,3,0.8485119145247088
9.179328391760894,5.456849624478037,234.7886746530105,232.63404763499366,-15,0,-30,0,2,3,1.1420233236195323
3.3253605202498635,1.418837193979015,244.69536212143086,165.31451468566314,-25,0,-20,0,2,3,1.025601663395806
1.1159344981791404,4.3747580617931945,190.7466544391648,215.40945269860717,-25,0,-15,0,3,4,1.146450884469969
2.497941202130541,2.9661538281719873,204.46260164628447,262.74007704013223,-25,0,-15,0,1,0,1.3038876075836503
3.907657209513486,7.53374046584539,115.12640991523477,280.83393258656423,-20,0,-30,0,1,2,2.1885358652773608
6.3438668432864125,3.334693557215382,155.3698433967723,156.87665726550392,-20,0,-15,0,2,1,1.2999397391764367
7.079176716948478,3.111219908853844,219.48105274405816,107.698111556508,-20,0,-30,0,2,1,1.3457367288771214
1.0886451264080033,6.598708549186514,140.85057754947678,203.30495111235166,-30,0,-15,0,3,5,1.0521382913390656
8.559182973105766,7.893772195738039,254.08071448275052,112.95837295426949,-15,0,-30,0,1,4,2.529195452177041
1.7925397432341326,4.907724733379439,246.33759262482067,249.49247257031047,-15,0,-15,0,2,5,2.1939449695405515
9.465375994284443,4.809314629376624,207.37541440106742,299.16791767029315,-15,0,-20,0,3,2,1.5585118261389412
