new_upper_mass,new_lower_mass,new_gear,new_upper_joint_range_min,new_upper_joint_range_max,new_lower_joint_range_min,new_lower_joint_range_max,random_num_upper_legs,random_num_lower_legs,fitness_score
2.622085935319979,2.9201181389665187,216.53971262369566,-20,0,-25,0,1,2,1.8649795408193268
3.6256528952506386,5.44436688487437,267.68658199940484,-20,0,-15,0,1,0,1.3019718175089856
1.8165873424699828,1.2107737195623391,217.94559205352593,-20,0,-25,0,1,2,1.8027853639918408
1.317148590601402,2.594571559314999,194.09745058976773,-15,0,-20,0,2,4,3.807771822012494
1.6293025141788289,1.7961362377108276,256.26935457550456,-25,0,-30,0,2,3,1.0652987581505227
3.0709510830259474,7.562189040714108,101.94458994941388,-15,0,-30,0,3,4,1.2103043788492462
2.484928243023019,1.4970211593342122,162.63737711514744,-20,0,-20,0,2,3,2.9695016740322733
2.403436260205199,3.1814715924488546,181.76274333910555,-20,0,-25,0,1,2,1.4618198072840742
1.75509429620692,7.241533028431606,164.16112797768136,-15,0,-15,0,4,3,0.6290197288778002
4.047182195890088,6.870533278977303,279.7838845285959,-15,0,-15,0,2,1,1.2980055229819154
2.245382527403604,7.046886234613057,180.3061486704797,-20,0,-30,0,2,4,1.8673019782710774
2.938058283978938,6.105313102371405,117.07405555618102,-20,0,-25,0,4,4,1.2973448096575066
4.793578942924794,8.282196111830471,213.36563349146238,-15,0,-25,0,3,3,0.7219180260222332
2.089027861206466,6.870875529013327,277.43645220591907,-25,0,-30,0,3,4,1.2018480974219554
3.300002071202423,5.773371163387582,158.59150002624207,-25,0,-30,0,2,2,2.4825733321418415
1.335482581496899,4.369640989404008,174.8997314701558,-25,0,-30,0,3,2,1.2249035680304097
3.182181799180344,6.59827822683647,295.93675572978407,-25,0,-30,0,3,4,1.1823171157515724
3.4990806455806274,7.289541499090477,286.908030449183,-20,0,-30,0,2,1,1.2880756078007114
1.082475982749544,5.852237235594813,290.80619150745304,-30,0,-20,0,1,3,1.661026402255084
2.997442960327578,6.936987849484957,149.7952638369377,-30,0,-30,0,1,3,1.570741565027936
4.40525459282201,2.328281148676379,197.01359255382602,-25,0,-15,0,2,4,1.591972514627528
3.8249342732792653,7.087494084844601,234.7599662068849,-15,0,-15,0,3,4,2.03549914609024
2.0460746396002834,9.700852884277063,286.2327096444647,-20,0,-30,0,4,4,0.840304693088903
2.7859448261781607,4.949477327023555,138.43404265782323,-20,0,-30,0,3,3,0.7317907163399445
2.1020201088989294,1.3784637943216442,277.8688491313624,-30,0,-25,0,2,3,1.7354484285265075
3.9922513699327986,3.522248890830584,266.3942079190116,-20,0,-25,0,2,2,1.2349553622898617
2.7291292825609275,4.142332652053739,142.03371895373343,-25,0,-20,0,3,2,0.8904546183738817
3.938716655014644,5.340671276845104,125.93312189528567,-25,0,-20,0,2,1,1.29105298537295
1.5953724608464155,5.488703413296867,247.90338555027114,-15,0,-15,0,2,4,2.677275313766988
2.91918126728797,9.109565022826576,226.3234744662308,-25,0,-25,0,3,3,0.850128699382371
2.350455224486809,5.458031738650172,254.41096115813025,-30,0,-30,0,2,1,1.2105349087660917
1.5041905193612917,6.441478750977853,207.27706931820688,-15,0,-25,0,3,2,1.0534634307232216
3.7134033146164027,9.715380629967672,270.21745551592363,-20,0,-25,0,2,2,0.818979211244931
1.367995070934271,2.6403161545820177,235.2728949820229,-20,0,-30,0,3,2,0.989245047911082
1.4750123183103496,5.444337963368158,240.78096107216055,-15,0,-15,0,1,4,2.273939456288689
3.289644345398699,1.8475963107457671,267.0484409441903,-30,0,-25,0,2,3,1.1042415859351191
4.3576093653707195,5.3973018927689305,270.97585471520665,-30,0,-30,0,3,2,1.2259735756706607
4.695330373810604,2.302644003458944,110.12367660007337,-25,0,-25,0,1,1,1.1046347278660267
1.4011619031708658,9.1775403042145,192.51750539967497,-20,0,-15,0,1,3,1.783137331917713
2.947120800418258,2.1104904736608123,284.99866574470065,-25,0,-20,0,2,4,1.527618615347401
1.5159421665347064,3.2002038511110276,133.94317760175102,-15,0,-30,0,1,3,2.1025722758752465
2.2286372420711467,7.9158031988624185,207.91436353618343,-15,0,-15,0,1,0,1.3067943837125107
3.3661840637853473,1.3844420417741903,154.20527626634936,-20,0,-30,0,3,4,1.6625252343932873
2.3012322200086905,6.478351082943007,109.52925167700558,-15,0,-20,0,4,4,2.091121621230291
4.2341703279922545,8.025679691217688,162.45884337910996,-20,0,-15,0,2,1,1.350353045342242
1.2160277884353197,1.6199521013244251,151.5255044211691,-20,0,-20,0,3,2,1.0057293431240697
3.745855162216584,2.314950932863353,207.32911560622213,-25,0,-20,0,1,1,1.119802380096873
4.267193238029424,7.043830118599671,228.7068015369597,-30,0,-25,0,2,4,1.3007024154663962
1.91639925643068,1.491490433746637,110.70160813762095,-25,0,-25,0,3,3,0.5976471582472713
1.281698876516606,8.106968970543946,275.2472336652906,-15,0,-25,0,3,3,1.097564161505012
1.879051702662443,1.027552956681975,208.3160841371473,-20,0,-30,0,3,2,0.8990450334540115
4.292007395200521,9.824458323028937,217.09673855043047,-15,0,-30,0,1,2,1.4866512193304031
1.334395281459468,1.6675245359311133,135.92573341393762,-20,0,-25,0,1,3,1.7626657582949325
1.9563643384213263,5.918055206722616,234.24564174549607,-20,0,-25,0,1,3,1.2236508451659502
1.0544220138979878,2.7677737005138465,256.86105607767047,-15,0,-15,0,1,0,1.3057119455457409
3.8363793845200806,9.660774673939514,169.2475730903269,-15,0,-30,0,2,2,0.8548655590927906
2.8601933591676643,7.136958706199609,220.95056915681923,-15,0,-20,0,3,3,0.6215829869801189
1.8121946784646972,9.906278866826211,140.24975664505007,-15,0,-20,0,3,2,0.9374470225917783
